#a,e,i,H,diameter,BV,UB
2.460010947,0.157122829,2.98276314,12.97,15.53,0.618,0.218
2.178847226,0.140691513,3.568312104,13.5,,,
2.188041376,0.144586972,1.485035344,13.7,,,
2.203066726,0.079502164,4.980746828,13.2,,,
2.249098344,0.086457367,6.729343359,12.7,,,
2.32500381,0.051298977,5.281662775,12.7,,,
2.221056886,0.206815056,5.327907455,14.3,,,
2.192436857,0.09325419,1.346660629,13,,,
2.239869851,0.170876326,5.288083355,13,,,
2.907322314,0.160226776,14.57324468,11,,,
2.637106878,0.142630475,2.151890807,13.6,,,
2.592148074,0.233015327,11.54986066,12.2,,,
3.043454898,0.065431816,24.46986879,10.8,34.57,,
2.619514417,0.237972949,14.53762484,11.7,,,
3.129303409,0.135178151,0.589692305,10.9,,,
2.58115588,0.118441924,6.299608179,11.5,,,
2.90397953,0.095324,2.509481809,12,21.05,,
3.180697154,0.167719182,1.255266195,11.3,,,
3.166037446,0.130972844,1.606271794,11,25.8,,
2.407384456,0.172253969,5.161362573,12.9,,,
2.586638575,0.295016913,5.251977663,13.3,,,
2.83780746,0.078734847,2.318729176,11.9,,,
3.178405623,0.212293351,11.65052142,10.8,,,
2.645015983,0.195606248,12.07254305,12.1,,,
2.992812091,0.117024298,18.94001341,11,,,
2.612975126,0.133064024,13.59210281,12.4,11.88,,
2.78542037,0.028586845,7.4541613,11.8,,,
2.731780278,0.063885361,4.234429682,11.4,21.27,,
3.046160898,0.058354973,7.72655728,10.9,41.22,,
2.548152154,0.173104736,14.17863864,11.8,17.54,,
3.012802075,0.088676897,10.98437028,11.3,21.29,,
3.143641545,0.159489278,2.649923867,11.3,32.73,,
3.638621521,0.041624479,6.615989092,10.52,53.14,0.752,0.209
3.994645669,0.152563995,5.165131708,10.18,54.94,0.739,0.246
2.456471973,0.190431144,1.835733912,12.9,15.54,,
2.261062161,0.024715808,5.726264224,13.6,,,
3.012202242,0.104975458,10.69836036,10.7,23.45,,
2.450605414,0.166844157,1.817026539,12.7,,,
2.523830825,0.165328083,4.167764269,13.42,,0.83,
2.252451611,0.131639129,3.596847735,13.8,,,
2.906582643,0.091374556,2.969739168,12.2,,,
3.16734315,0.1267676,11.5159361,10.5,38.81,,
3.006331366,0.061385055,7.78849536,11.5,17.67,,
2.292161969,0.041099632,2.403848223,12.7,16.04,,
3.140028995,0.150399225,4.641674093,10.7,,,
3.084271532,0.178739792,0.399407081,11.3,,,
3.142573344,0.171626685,1.915748815,11.9,,,
2.862107345,0.155332719,15.15200885,11.1,40.89,,
2.368678279,0.129365406,4.036712729,13.9,,,
2.340966588,0.145972196,10.01430907,12.5,11.8,,
3.180341894,0.038865247,8.664771304,11.3,33.05,,
2.426492149,0.22064366,3.712354041,12.2,,,
3.077599204,0.058348946,14.57680397,10.6,29.58,,
2.645492874,0.136807866,11.9364371,11.5,21.59,,
2.268586721,0.074815648,4.088400187,13.5,,,
3.191149019,0.156387234,2.7845075,11.4,,,
2.594835688,0.16720691,14.33797951,12,,,
2.831727765,0.062938736,3.203686119,11.9,,,
2.528257535,0.196657262,4.849593825,13.49,,0.86,
2.211480856,0.15209325,4.074111971,12.5,,,
3.222565014,0.132960525,0.353567451,11.7,,,
2.333639642,0.255809047,1.764025064,13.4,,,
2.752151467,0.188833444,3.898414965,12.1,,,
3.015134507,0.078633914,9.154576587,10.8,26.63,0.806,0.431
2.371700387,0.155236394,5.928503938,11.9,,,
3.093866932,0.211849605,13.08513663,11.3,,,
2.396464294,0.17158971,4.671418721,12.4,,,
2.771831888,0.118151894,17.47588647,11.9,21.52,,
2.242274546,0.126502779,5.074367693,13.4,,,
2.530054465,0.186401123,3.741060136,12.8,,,
3.108026604,0.108698847,14.78841764,11.1,,,
2.805251995,0.111228367,4.791654492,11.8,,,
2.731000536,0.105086689,3.269111318,11.8,,,
3.02029949,0.1168793,10.00045603,11.4,16.96,,
3.233821554,0.039709531,15.59488092,10.8,45.94,,
3.023903813,0.094305124,9.695050708,11,,,
2.424813895,0.117229881,4.338927149,12.9,,,
2.673868458,0.19336855,3.393468912,12.4,,,
3.139002993,0.143490842,1.623034237,11.7,,,
2.194916469,0.193615196,3.953809036,13.7,,,
3.175297916,0.139488131,10.70755237,10.7,18.4,,
2.544339629,0.115673687,5.346762313,11.7,,,
2.240533057,0.127010002,1.082961092,13.8,,,
2.206827078,0.099805531,1.876157176,13.2,,,
2.782327423,0.04821331,2.634409492,11.8,,,
2.713012624,0.184340114,8.27696944,12.6,13.38,,
2.440237189,0.014655105,1.778948176,12.5,,,
3.113980585,0.178025432,2.743692316,11.6,22.77,,
2.796029521,0.170915017,10.09365942,12.5,,,
3.094500048,0.208446445,15.01504429,11.5,,,
3.177231921,0.213260832,14.99400535,10.61,,0.735,0.23
3.212489412,0.112686664,3.84223891,10.9,37.92,,
2.878822456,0.056395733,1.009583173,12,,,
2.887605622,0.143956425,14.24863821,10.7,32.26,,
3.16411875,0.276307666,0.469249331,10.9,31.6,0.661,0.322
2.192109551,0.05943024,1.922325061,13.2,,,
2.610650998,0.169165616,13.6230653,11.4,12.04,,
2.760202041,0.330438533,30.98318307,11.4,,,
2.21807244,0.104395346,3.567971882,13.4,,,
2.612135648,0.120113687,13.52519254,12.2,,,
2.243282254,0.160359837,4.077182853,13.2,,,
2.819490263,0.15552753,9.064569255,12.2,12.65,,
3.024960812,0.070759034,10.94601038,11.3,,,
2.448062201,0.183232675,2.216260556,12.9,,,
2.443685565,0.234131999,7.835751531,12.9,,,
2.619971736,0.146003366,10.34303057,12.2,22.74,,
2.440766029,0.134211958,3.009570583,12.4,,,
2.343987323,0.1535673,3.368167666,13.2,,,
3.22788487,0.189807358,10.24069918,10.5,48.66,,
3.176132727,0.210660865,1.62587426,11.6,44,,
3.084608138,0.045764285,0.30123393,12.6,,,
2.793987697,0.07041284,12.59148557,11.6,,,
3.08310776,0.180060454,10.30883344,10.9,,,
2.392096027,0.235301139,3.730606968,13.6,,,
2.239527016,0.169664648,5.129993835,13.2,,,
3.000229371,0.102782781,10.41125419,11.9,,,
2.771484758,0.060740911,4.329040053,12.2,,,
2.222449861,0.130942159,5.170499021,13.2,,,
2.546707525,0.130297738,3.306567402,12.5,,,
3.122287404,0.136374836,2.691649211,11.4,,,
3.204681517,0.133433994,2.247459885,12.09,25.43,0.698,0.312
2.192000232,0.163951785,2.308576535,13.5,,,
2.919027817,0.222562365,2.474496124,10.77,,0.701,0.252
2.636987767,0.243004973,17.6913376,12.5,20.83,,
2.266082147,0.190263059,3.510183161,13.2,,,
2.215946564,0.062603532,2.396309123,13,,,
2.225457043,0.086329312,1.615899841,12.75,,0.926,0.551
2.678800368,0.148883284,7.136850827,12,,,
3.01577045,0.113255641,10.63808902,10.8,22.82,,
3.198612323,0.129404292,16.75204404,11.7,31.62,,
2.659354964,0.037371935,2.374584904,12,,,
3.012964029,0.043011333,10.50474658,11.4,,,
3.181380342,0.222671277,3.108359665,11.8,,,
3.126021449,0.159078934,1.317077959,12.5,,,
2.29662176,0.092044181,6.397245264,13.6,,,
2.560150219,0.133689306,14.60990863,12.2,,,
3.234786423,0.045548918,10.1882884,10.8,38.89,,
2.329671316,0.1968405,6.406860564,13.7,,,
2.349730172,0.135082509,8.913798643,12.9,,,
3.000565478,0.095942809,10.86105542,11.1,,,
2.912012999,0.115684361,8.481035859,11.4,24.04,,
2.739336941,0.166548423,4.162449368,12.8,,,
3.163795453,0.095758968,9.314067746,11,28.54,,
2.572522349,0.100435106,15.04875791,12.2,,,
2.36273285,0.213611839,23.44876417,12.24,,0.815,0.415
2.644394432,0.282774683,2.978373856,12.8,,,
2.350875798,0.113124453,6.767417694,12.8,,,
2.608924481,0.221186282,10.35752258,11.8,,,
3.081232126,0.170416336,15.62771427,11.1,,,
2.204182808,0.204730915,3.964970461,14.9,,,
3.178649044,0.098955946,4.1041515,12.1,,,
2.188748675,0.147593806,2.944351043,13.1,,,
2.244641504,0.107865445,4.901032552,12.9,,,
3.133743294,0.157545589,0.283010634,11.5,20.41,,
2.215465858,0.163632486,4.103488236,13.1,,,
2.409330186,0.191541892,3.739571051,13.9,9.93,,
2.387036392,0.118039535,5.090581282,12.8,,,
3.003901051,0.059563693,11.45551135,10.2,30.89,,
2.727949366,0.130383893,15.13133523,11.8,,,
2.269228784,0.146694666,6.073187603,12.3,,,
2.35424514,0.161768489,3.312299587,12.9,,,
2.537534026,0.264515795,8.785077114,13,,,
2.79190898,0.116507365,17.68568487,10.4,30.24,,
3.125403977,0.1027433,2.527243617,11.3,29.3,,
2.72846692,0.150395907,8.575883828,12.1,,,
3.166930874,0.114220453,11.76323121,11.9,,,
3.016055375,0.11498403,10.32409934,11.2,26.1,,
2.252588015,0.202578759,4.727339389,13.5,,,
2.727202933,0.085639944,7.548179836,11.7,,,
2.63966711,0.066471826,6.271843315,12.7,,,
3.127478187,0.141102203,2.085046295,11.8,24.01,,
3.019147306,0.069931217,9.681104016,12,23.66,,
2.257642992,0.109343223,3.739310579,12.5,,,
3.193988224,0.160610446,2.506868854,11.4,24.13,,
2.408483088,0.142398662,2.986400791,14.1,,,
2.599585046,0.155423834,13.38432533,11.8,10.91,,
3.178464209,0.20442178,0.848307969,11.5,17.2,,
2.752576927,0.075325556,3.860548523,12,19.91,,
2.636854978,0.165735115,5.092213215,12.1,20.5,,
2.214409778,0.160158426,5.799046622,13,,,
2.326192017,0.156699332,5.719576617,12.4,,,
3.106737688,0.137454554,9.676899038,11.6,,,
2.887551249,0.008736187,3.10958213,12,,,
3.001420003,0.082816804,10.28344753,11.9,,,
2.265238893,0.094436526,5.111717921,13.1,,,
2.242074267,0.134919316,5.186701288,13.2,,,
2.682844601,0.220641334,7.524598826,11.8,17.79,,
3.040954161,0.101940056,9.075221186,11.2,,,
3.024171636,0.117687136,10.81951999,10.9,21.32,,
2.558154794,0.151664265,6.096181067,12.4,,,
2.225256507,0.068426396,4.137747863,12.8,,,
2.38958196,0.196193349,2.915724201,13.1,,,
2.22587335,0.120233384,2.918127337,12.8,,,
2.570156068,0.263095711,2.264047248,13.8,,,
2.926616557,0.064464896,3.133031649,12.7,,,
3.972010552,0.278608345,4.501429818,10.8,44.17,,
2.342845542,0.254341251,1.19455349,14,,,
3.233264351,0.201420891,2.764840295,12.8,,,
2.268841199,0.080443731,8.408482196,12.4,,,
2.397177208,0.183303187,2.811240509,13.2,,,
2.263928508,0.223703536,6.893133673,13.9,,,
3.106169858,0.157288577,1.784312646,12,,,
2.609746747,0.133795771,12.96230494,11.9,11.6,,
1.877787753,0.054184306,22.86864109,13.68,,0.756,0.261
3.199679797,0.140378854,0.827779557,11.3,23.39,,
2.7880741,0.172323974,8.734266733,12.5,,,
3.158099269,0.068134142,11.54104663,10.6,55.61,,
1.917569715,0.1024531,21.12053032,15.5,,,
2.170577512,0.033095258,0.917210081,13.5,,,
2.542414804,0.22843722,5.835065897,12.9,,,
2.920854452,0.080957615,1.234623699,12,,,
3.097431479,0.129390052,0.753315172,12.1,,,
2.240511352,0.098781789,6.988577329,12.8,,,
2.421480645,0.195972725,3.30406191,12.08,,1.059,0.58
2.938609725,0.220206811,17.76961041,11.7,16.54,,
2.192722948,0.212627454,7.103864089,13.9,,,
2.761784094,0.087566082,4.074944113,12.1,,,
3.143577977,0.173784296,2.079258135,11.3,,,
2.898672389,0.020026861,2.16506747,11.9,,,
2.779115885,0.083715912,10.32455996,11.7,,,
2.367485497,0.128346295,6.080156458,13.5,,,
2.457088464,0.193425409,2.85030928,12.6,,,
2.252910087,0.196158956,5.268401533,12.6,,0.885,0.472
2.299854915,0.103244129,8.047804887,12.5,,,
2.243565786,0.120938059,6.379335683,12.7,11.79,,
2.287291493,0.180663503,3.162276214,13.4,16.67,,
2.649723479,0.101488961,2.34151307,12.9,,,
3.189438161,0.18990995,4.031127892,12.6,,,
2.279270662,0.164689559,1.093238164,13.7,,,
3.183472203,0.172503207,2.628593629,11.7,,,
2.30849384,0.17343961,5.923366757,13.4,,,
3.143641707,0.171180669,2.421438425,11.3,,,
3.105988294,0.096662888,6.237129045,12,,,
2.792744598,0.092950969,7.724696324,11.7,,,
3.017899684,0.05740732,8.771172857,11.6,20.49,,
3.017918731,0.039498281,8.898960998,11.5,19.4,,
3.115687434,0.159595429,0.289581272,10.9,31.39,,
3.146162819,0.183776706,2.77137333,10.5,,,
3.148076298,0.168904004,3.276954114,11.9,,,
2.46618485,0.185945574,2.614587569,13,,,
3.145020312,0.176493837,0.509232233,12.6,,,
2.533810388,0.095065151,4.405488269,12.7,,,
3.015729537,0.128301894,10.10748512,11.7,,,
3.008491624,0.057716067,11.04068953,10.9,19.15,,
2.372685305,0.170367525,4.336197544,12.7,,,
3.100743786,0.164174213,1.565759449,11.7,,,
3.145642447,0.174028253,0.808298219,10.9,31.16,,
2.239959258,0.079707113,3.427163701,12.5,,,
2.306586292,0.227195068,4.868186818,13,,,
2.657236194,0.171274714,12.93179331,12.7,,,
2.239511434,0.129833006,4.765831837,13.7,,,
2.261741849,0.168854085,3.978445686,14.3,,,
2.196446555,0.05103102,1.264654402,13.1,,,
2.933667296,0.082389114,3.200608465,12.1,,,
3.129719923,0.073255803,4.620765466,11.4,27.61,,
3.090790921,0.288612422,15.03845202,11,,,
2.373490505,0.240527198,22.51817348,12.3,9.35,,
2.22901715,0.125718803,5.970617148,13,,,
2.600894194,0.191443003,10.32646903,12,15.4,,
2.38532776,0.129297431,6.196110692,14,,,
2.632244753,0.102008341,18.14647338,12.8,,,
3.192221483,0.177773597,0.066059345,12.7,,,
3.190906951,0.17253738,10.39368879,11.2,,,
3.153858531,0.172318537,0.629843685,12.1,,,
2.14718553,0.188020911,0.901692048,14.6,,,
3.087045179,0.047244395,5.254460777,11.3,,,
2.263309596,0.145380531,4.861805346,13,,,
2.870446238,0.082776956,0.899758016,11.9,,,
2.162783762,0.036593287,2.78864975,13.4,,,
2.350166198,0.154949849,6.061322828,12.5,,,
2.215837661,0.156322478,5.150775461,13.3,,,
2.787916974,0.152922161,8.886507242,12.4,25.53,,
2.750628381,0.036274138,5.935154515,11.7,,,
2.432519906,0.137267189,2.483914261,13.3,,,
3.013571794,0.042473619,10.25123085,11.3,20.8,,
3.194803529,0.141969394,2.041598627,11.3,29.49,,
2.237533617,0.108779153,1.961941388,13.3,,,
2.356880962,0.23405935,2.033743119,14.5,,,
2.449470134,0.077587652,5.079268453,12.6,,,
2.736964288,0.141015259,8.912090786,11.8,,,
2.204809296,0.188934736,8.036770327,13.1,,,
2.62675772,0.162472913,11.4795206,11.2,28.09,,
2.766138714,0.106822572,16.23432402,12.2,27.99,,
2.228093683,0.194567816,2.871904753,13,,,
2.391278822,0.146937981,5.138440281,13.4,,,
3.012925318,0.107495909,12.96951036,11.4,,,
2.848899735,0.073242276,2.109416375,11.3,,,
2.240130802,0.123587254,4.675904351,12.6,,,
3.089959001,0.127122979,12.16127245,11.3,,,
3.000206813,0.097576437,10.57299638,11.4,,,
2.210160803,0.075266767,5.778580298,13,,,
2.183035703,0.194730259,1.613527649,13.3,,,
2.235939465,0.097847464,2.493512262,13.3,,,
3.201892763,0.065045953,18.1481298,10.5,28.87,,
2.251941627,0.2102856,6.879996289,13,,,
2.227693002,0.066164404,1.437668793,13.3,,,
2.425940835,0.235064051,5.983042286,12.5,,,
2.386908501,0.089891357,4.359703009,12.9,,,
3.16685115,0.156044405,2.631284542,11.2,,,
2.45700396,0.212214596,2.262476952,13.2,,,
2.880202267,0.081217399,2.621424013,12.4,,,
2.342425248,0.11731925,6.13342699,12.7,,,
2.938459387,0.041396792,1.543218053,11.4,,,
3.116595404,0.125476571,1.333805855,11.6,,,
2.170082722,0.079555155,0.214190358,14.3,,,
2.784771009,0.145482629,9.867845173,12.2,32.3,,
3.035035537,0.070739876,10.24026771,12.8,,,
3.00273611,0.156949143,1.092569291,11.9,,,
2.781715416,0.216660729,7.770342329,12.6,,,
2.535737102,0.164378019,15.34215507,11.2,,,
3.012679172,0.091309545,11.72587195,11.4,,,
3.125859411,0.064476516,9.600868027,11.2,19,,
2.383582328,0.108087342,5.540837325,13,,,
2.783213776,0.04148206,3.051052395,12.2,,,
2.386354978,0.234215456,14.8484136,12.9,14.9,,
3.093893303,0.073621245,9.396147384,12.7,,,
2.760332533,0.263768931,12.44685006,11.3,,,
2.376417037,0.227782636,2.094891764,13.4,,,
2.221197985,0.087181514,5.718711918,13.3,,,
2.158856568,0.099215357,0.671875866,13.3,,,
3.040886448,0.057009637,3.324870105,12.2,,,
2.897299504,0.161544729,20.16822481,10.8,,,
3.03882884,0.046298203,13.01993158,11.2,28.18,,
2.338556286,0.166886421,6.917069129,13.3,,,
3.172945976,0.156824232,4.265830674,12.2,24.44,,
2.161926451,0.076835214,1.443867663,12.5,,,
3.162562899,0.23087826,12.9046311,10.4,52.65,,
3.02227126,0.117595434,9.229361086,12,,,
3.009604298,0.040749742,1.120210933,12.8,,,
2.859284689,0.070517064,3.08663536,12.7,,,
3.079139237,0.175989623,13.04529671,10.7,46.53,,
3.002229019,0.102821711,11.0073468,11.7,,,
2.255126839,0.234219459,4.056542762,13.1,,,
3.944243716,0.11624027,2.796660863,10.7,,,
2.196602079,0.140850588,4.458032881,13.1,,,
2.852244451,0.026245317,1.488478974,11.7,,,
3.105256974,0.176802391,2.500386824,12,,,
2.908406342,0.151194458,1.334676784,12.7,,,
3.076899468,0.121427171,1.913056445,11.8,,,
2.797688877,0.159908233,9.575548861,12,,,
3.041843547,0.106552786,10.44346967,11.4,29.07,,
2.224887048,0.13911962,3.12701716,13.1,,,
3.464688512,0.051550508,6.416311403,10.2,39.91,,
2.231339797,0.078886067,4.168625512,12.9,,,
3.003393968,0.076426112,10.47246729,11,,,
2.254830176,0.235275969,4.933175057,13.2,,,
2.554880918,0.082667433,14.36041642,12.1,,,
2.444734203,0.193399028,9.66924329,12.9,,,
2.396859656,0.089751603,6.654160323,13,,,
2.377184949,0.134557128,9.028460238,12.7,,,
2.426532701,0.183728148,14.47709075,12.7,,,
2.37791972,0.274690964,22.94636275,15,,,
2.169894272,0.165768743,2.682977431,13.8,,,
2.391305625,0.105719098,13.78336446,12.3,15.58,,
3.010715493,0.098807122,9.66709739,11.6,22.38,,
2.244126348,0.136937432,3.937955808,12.5,,,
2.2505022,0.174095721,4.798434639,12.9,,,
2.627913111,0.140541221,12.19316661,11.8,,,
2.635387655,0.198775046,13.95060262,11.5,,,
2.978742068,0.328968125,17.77160222,11.1,,,
2.636319192,0.083907564,6.992516879,13.6,,,
2.443669142,0.080101129,4.745261645,12.1,,,
3.053909194,0.091678315,7.429042767,12.5,20.52,,
3.190280601,0.160261674,17.1818053,11.2,,,
2.255866387,0.079568153,3.199143147,13.5,,,
3.175221787,0.153461599,2.242728666,11.6,,,
3.06806514,0.288706424,9.495674303,12.4,,,
3.127267299,0.10450862,1.320926014,11.66,26.42,,
2.617967793,0.16987623,12.32440054,12.1,10.35,,
3.024339881,0.094951463,9.934652684,11.3,,,
2.439395397,0.158305917,2.913509365,14.4,,,
2.233870463,0.13848314,6.220729909,14,,,
2.379829326,0.182780097,3.259801704,13.8,10.9,,
2.247329293,0.085224511,4.791190499,13.2,,,
3.183664169,0.218781828,13.38983731,11.7,,,
3.22901466,0.182593785,2.236706116,12.2,23.3,,
2.31622593,0.078773785,3.155549742,13.3,,,
2.780482793,0.218041655,7.79453681,12.6,,,
3.1696305,0.07502398,9.858311917,10.5,,,
2.608032906,0.120749648,1.478592944,13.4,,,
2.612762817,0.150044324,14.15157985,11.7,20.18,,
3.207477312,0.14985479,2.277644688,12.5,,,
2.212883084,0.101254849,2.752721134,12.5,,,
2.402736392,0.127728507,4.557353916,12.8,,,
2.992419073,0.050070291,10.10318997,11.6,20.59,,
2.260009438,0.086015643,3.444113739,12.4,,,
2.621130713,0.100174861,10.10155878,11.9,,,
2.403976509,0.213067893,2.431259012,13.5,,,
2.746783099,0.190116369,3.983369042,12.3,,,
2.270194219,0.170621192,5.496831705,13.8,,,
2.915818448,0.057875154,1.487818283,11.8,,,
3.048167164,0.044450114,9.92069687,11.6,,,
2.568416428,0.109600008,12.12816642,12.2,,,
3.004360159,0.051725656,9.31719165,11.6,,,
2.517839121,0.124936322,10.08501544,11.89,11.95,,
3.181345654,0.141474424,3.457165315,11.6,,,
2.231840493,0.118605739,5.507381939,13.9,,,
3.036849297,0.113476406,11.4381185,11.1,20.12,,
2.244903684,0.112142896,3.594055882,13.4,,,
2.582307224,0.182017743,9.293039291,12.3,,,
2.239626806,0.180609098,7.304244797,13.3,,,
2.308078384,0.104494412,1.592256072,13.8,,,
2.709744571,0.077767098,14.88070689,12.3,14.61,,
2.450522878,0.114691172,25.34493823,12,20.18,,
3.55907018,0.08020617,3.582046962,10.2,51.54,,
2.662973436,0.052052286,6.891228449,11.9,,,
2.639219541,0.168981756,16.12422252,11.7,,,
2.907811266,0.041288482,2.405945622,12.1,,,
3.181128768,0.132889444,6.262557585,12.5,,,
3.407033255,0.09976793,1.615539225,11.5,,,
2.193829946,0.05707687,6.033735963,13.5,,,
2.384692224,0.096391781,4.518258986,13.2,,,
2.190843343,0.159419493,4.523096893,13.6,,,
3.018574553,0.037312118,10.85372391,11.9,,,
3.190441781,0.126096801,2.673315687,11.6,26.47,,
3.082731623,0.17491829,2.783514197,11.8,,,
2.195788988,0.069760454,2.732333622,13.3,,,
2.424605622,0.130389446,3.111834134,13.5,,,
3.006630182,0.098925191,10.27684349,11.5,,,
2.161911258,0.036940651,0.819216565,13.5,,,
2.853461025,0.024443891,1.351705045,11.5,,,
2.24356505,0.205927039,6.094110193,13.4,,,
2.734792055,0.152853322,6.749035059,11.9,13.09,,
2.368924408,0.1068161,5.951678886,13.3,,,
2.215946724,0.217438493,3.281703017,12.6,,,
3.124925499,0.15297983,1.496482163,11.7,25.97,,
2.188205896,0.122874262,0.623774381,13.5,,,
2.329507912,0.204655596,3.289914896,13.9,,,
3.235693603,0.175093373,2.230713024,12,,,
3.201404875,0.146383674,1.672420877,12.1,,,
3.118113791,0.199297267,2.080234289,12.5,,,
2.922778232,0.123261379,3.977986428,11.7,19.74,,
3.037935075,0.14749178,15.53247309,10.4,40.14,,
2.858514159,0.072625549,1.558836744,12.5,,,
2.609243162,0.103140755,3.508049309,12.3,,,
2.45647569,0.167522337,2.603949291,12.4,15.52,,
2.887601022,0.068523816,3.170209324,11.4,18.96,,
2.719434078,0.131750832,6.422837959,11.6,,,
3.19335181,0.191621732,13.24824433,10.7,50.88,,
2.75949693,0.024540238,6.493394205,12.1,,,
2.346338465,0.136834294,10.40971386,13.2,,,
3.165326693,0.019766707,16.54570299,11.4,22.54,,
1.857167984,0.054942593,23.05441868,14.32,,,
2.290631254,0.085578378,7.46014495,12.8,,,
2.746014539,0.194891148,8.824517145,11.9,,,
2.719143714,0.114871997,1.115497151,12.2,,,
2.456424192,0.129970477,1.168955378,12.7,11.3,,
2.999941238,0.070558501,9.374260204,11.7,21.4,,
2.607816863,0.183496754,10.27899903,12,,,
2.909970569,0.065204403,3.160832969,12.1,,,
2.655034044,0.17498631,12.30273411,12.6,,,
2.288824114,0.189833914,22.40105777,13.2,,,
2.247908492,0.084818884,3.975645901,13.4,,,
3.098187471,0.127724002,5.818524406,11.6,32.63,,
2.804525483,0.136135467,4.224119367,12.7,,,
3.179934045,0.168107032,0.321575549,12.1,,,
2.21211606,0.074950992,5.173365891,13.1,,,
2.407368898,0.172901139,1.488379223,12.7,,,
3.025757765,0.107579374,10.10806499,11.4,,,
2.790161425,0.035739458,6.863070797,12.3,17.93,,
2.228430196,0.231953618,5.711463898,13.5,,,
2.845190699,0.258980619,4.569808313,12.4,,,
2.551244876,0.114479649,5.73863871,13,,,
3.165984595,0.200500822,0.680574324,11.3,19.36,,
2.550724632,0.277264185,2.799811197,13.7,,,
3.990894515,0.119714057,13.44853092,10.04,57.9,0.724,0.255
3.080281407,0.181525419,3.172371337,12.1,,,
2.33041051,0.152183994,4.706364521,13.2,,,
2.404322285,0.217981189,3.540739106,12.6,,,
2.246195695,0.083988536,1.991270793,13.6,,,
3.150406324,0.057574181,14.03061851,11.8,,,
2.546357461,0.182799339,6.540132658,13,,,
3.021383405,0.084030338,10.87527916,11.6,,,
2.234128123,0.17149746,6.277472902,12.3,,,
3.142661799,0.130058885,2.522467783,12.1,,,
2.170453474,0.063545401,2.859870693,13.5,,,
2.676811938,0.228064029,13.92413589,12,,,
2.314782886,0.204313023,9.790206339,13.4,,,
2.328236766,0.142090651,3.67082235,13.3,,,
3.182558838,0.142284559,8.527718833,11.1,35.6,,
2.421510828,0.185960295,3.733317811,13.6,,,
2.367367376,0.175098016,4.787105504,12.5,,,
2.36996161,0.090692788,4.909786306,13.1,,,
2.281154845,0.120894547,4.616132606,13,,,
2.212291816,0.062292163,3.891320553,13.3,,,
2.193841128,0.115624145,5.467668147,13.3,,,
3.148379608,0.185262525,2.310532841,11.7,,,
2.680366345,0.221112278,3.773927119,13.6,,,
2.559463813,0.165706653,0.780861419,13.2,,,
2.241294938,0.173970281,6.696520857,13.4,,,
2.873667872,0.043415291,1.43791889,12.2,,,
2.605252281,0.176453773,13.23905327,12,,,
3.021647003,0.055905035,10.32472796,11.3,,,
2.560663676,0.098756119,2.618431101,13.3,,,
2.227978283,0.164155714,3.814961471,13.6,,,
2.653044074,0.181279652,14.64054084,12.8,,,
2.39622861,0.172730417,31.0810607,11.5,,,
2.276667452,0.128277932,9.370936305,13.3,,,
3.16640665,0.030715167,22.09645948,10.8,27.73,,
2.445643809,0.216985373,7.489208357,12.7,,,
2.29548671,0.028543627,6.041015367,13.2,,,
2.645638149,0.111431135,13.9907377,12.3,,,
2.417918,0.058010396,5.325034596,13.1,,,
2.388914255,0.126689943,5.299181166,14.5,,,
3.144336393,0.149942331,3.084070016,12.8,,,
2.799870171,0.174580316,9.567407936,12.2,,,
3.111535532,0.123598435,9.620465882,11,,,
3.143287302,0.177532628,1.330258479,11.8,,,
3.012858533,0.076008101,11.22991107,11.7,22.84,,
2.69342041,0.145870301,6.888214926,12.2,,,
2.378402941,0.045895026,2.33936587,13.3,,,
2.795259116,0.179909306,7.879113978,12.6,,,
3.008708894,0.079657055,8.9507154,11,,,
2.429807948,0.179544366,2.473682635,13.6,,0.648,0.243
2.606062976,0.153005785,12.71864049,12.6,,,
2.864081086,0.036004398,1.029949437,11.9,,,
2.224697092,0.091553485,6.814141065,13.5,,,
3.138178604,0.150459591,14.73780155,11,32.57,,
2.867663054,0.070254482,2.456262023,12.6,,,
2.233354642,0.169086982,5.704447714,13.2,,,
2.727370538,0.187895109,7.717610611,11.7,21.91,,
2.35714248,0.179542672,2.270396386,13.9,,,
2.376004578,0.150258254,2.957270462,13.7,,,
2.756292781,0.204894271,2.437061593,12.2,11,,
2.229123969,0.162266558,2.944515796,12.9,,,
2.439680128,0.196820797,6.741945125,13.4,,,
2.58272485,0.122984743,14.72115588,12.4,,,
2.411615683,0.090847119,3.822278115,13.2,,,
2.326148619,0.206134812,3.370138826,13.8,,,
2.245663846,0.174015905,3.521429985,13.4,,,
3.224157434,0.046002982,15.45959208,10.8,36.71,,
2.309252338,0.03082909,8.622624266,12,,,
2.242143444,0.089876978,3.306280966,13.3,,,
3.086502601,0.190958317,14.32461897,10.3,38.25,,
2.378932786,0.204850902,25.34711693,12.64,,0.867,0.441
2.225420139,0.197051418,4.22099716,12.6,,,
2.475713701,0.086727636,4.16955646,12.6,,,
2.875756661,0.066301233,1.334967602,12.2,,,
2.54136152,0.159425605,6.435281383,12,,,
2.745717948,0.079652699,1.335703043,12.1,25.16,,
3.00048701,0.095412848,9.678922206,11.4,,,
2.90247923,0.060303048,2.88744862,11.9,,,
2.34144348,0.189151953,2.130731049,14.6,,,
2.216227541,0.149988727,4.808054658,12.3,,,
